"hu","lu_pr","lu_prd","lu_shdi","lu_ta","aglu_contag","aglu_ed","aglu_frac_cv","aglu_frac_mn","aglu_iji","aglu_lsi","aglu_para_cv","aglu_para_mn","aglu_split","ann_agr_area_cv","dvl_area_cv","non_area_cv","ntr_area_cv","prn_agr_area_cv","wtr_area_cv","ann_agr_area_mn","dvl_area_mn","non_area_mn","ntr_area_mn","prn_agr_area_mn","wtr_area_mn","ann_agr_cohesion","dvl_cohesion","non_cohesion","ntr_cohesion","prn_agr_cohesion","wtr_cohesion","ann_agr_ed","dvl_ed","non_ed","ntr_ed","prn_agr_ed","wtr_ed","ann_agr_frac_cv","dvl_frac_cv","non_frac_cv","ntr_frac_cv","prn_agr_frac_cv","wtr_frac_cv","ann_agr_frac_mn","dvl_frac_mn","non_frac_mn","ntr_frac_mn","prn_agr_frac_mn","wtr_frac_mn","ann_agr_lsi","dvl_lsi","non_lsi","ntr_lsi","prn_agr_lsi","wtr_lsi","ann_agr_para_cv","dvl_para_cv","non_para_cv","ntr_para_cv","prn_agr_para_cv","wtr_para_cv","ann_agr_para_mn","dvl_para_mn","non_para_mn","ntr_para_mn","prn_agr_para_mn","wtr_para_mn","ann_agr_pd","dvl_pd","non_pd","ntr_pd","prn_agr_pd","wtr_pd","ann_agr_pland","dvl_pland","non_pland","ntr_pland","prn_agr_pland","wtr_pland","ann_agr_split","dvl_split","non_split","ntr_split","prn_agr_split","wtr_split","field_area_cv","field_area_mn","field_ed","field_frac_cv","field_frac_mn","field_para_cv","field_para_mn","field_pd","crop_pr","crop_prd","crop_shdi"
"hu010700060102",29,0.314731609906414,1.92356321743644,9214.20000000103,65.8132606159574,75.6983785895669,5.52997404637848,1.03443939081315,61.7280402195314,19.9953125,29.7118045091129,0.112143786732069,14.4714318520723,516.386219384663,864.242423948594,269.910746633462,493.175906196394,482.727762901799,640.83611655561,1.84539130434783,2.8114126394052,0.366666666666667,31.0984913793104,1.11521739130435,2.31125,93.732559949028,97.7034099247248,67.5853838220798,98.7581174905405,88.9263707264272,96.4535053077361,4.66236895226924,39.6724620694139,5.32004948883236,63.6191964576403,31.5100605587023,6.61261965227571,3.15224749156427,6.86341008465166,4.81354985016867,6.70681139711699,4.753315975451,5.48469178129816,1.01342754531001,1.0298700510104,1.03200044875734,1.05669391662671,1.0336065985503,1.02801169057734,7.3265306122449,33.6195652173913,14.9464285714286,18.8677248677249,26.3989361702128,11.8604651162791,23.595341395226,16.2833615104429,23.7392588251787,42.5517917813086,31.5951281251942,26.0349736630455,0.121971294019661,0.124211276244929,0.114756044245785,0.0993920776851692,0.109084566170512,0.115888037734095,1.24807362549107,2.91940700223563,2.05118187145923,2.51785287925154,7.73805647804461,0.781402617698755,2.30318421566712,8.20765774565343,0.752100019535067,78.3014260597774,8.62961515921075,1.80601680015628,7902.37621702179,529.496126527475,405166.772323167,15.0054201120969,3944.92004713602,5319.55361415934,133.167441102911,4.13414201183432,39.160118510885,2.73847673655766,1.07666541439039,46.3225099135249,0.0390843286035802,24.188815893054,4,0.572516352498318,0.872984313502852
"hu010801030206",23,0.26491225645347,1.80026816028107,8682.12000000076,67.6836855633599,62.4974084670558,6.23867817988626,1.04724923005183,59.0623346137572,16.4268488745981,39.5959726417182,0.100123321931776,15.422531180499,239.545085024695,645.934146570931,56.990027617674,421.776291260779,374.440278042156,369.347832998917,3.5235,2.30881188118812,0.135,37.8318539325843,2.16621338912134,12.94,91.6412898963901,96.0697089061282,23.0408241177405,98.5594385508727,92.1449160486379,97.875712955808,5.33855786374751,28.8420339732689,0.269519426130942,48.8624898066366,36.0810493289654,5.60116653536228,4.82610455332791,8.13575772039918,4.19721991762481,6.33515927130195,5.20281720917557,7.31543769482345,1.03529737095322,1.0546338733427,1.03031419997228,1.06416196050765,1.04022965484408,1.03654894952098,8.04123711340206,29.5208333333333,3.9,14.6624087591241,24.8325581395349,8.00980392156863,53.5677769193991,24.3582436832242,10.2981395966255,51.5228771658664,39.2558769696214,40.3677396028261,0.0937606038623824,0.111138926564407,0.129761904761905,0.0873095237613035,0.0998997328923525,0.10731234548392,0.691075451617801,2.32662068711326,0.16125093871082,2.05019050646614,5.50556776455515,0.20732263548534,2.43500435377534,5.37172948542519,0.0217688767259609,77.5625077745989,11.9262346062943,2.68275490318033,15234.1083862226,1646.51300232312,226977439.609761,15.8313047728047,2241.73466949862,1801.35315722055,127.731274475564,4.96292307692308,22.939334759292,3.20322193500629,1.0780939637586,40.9061822197396,0.0355027937963185,20.1494156669457,4,0.41332134701427,0.698919317896558
"hu010801060305",23,0.248078470455989,1.83786347254734,9271.26000000085,68.0142126706253,71.2103856433745,5.83126690008214,1.04569733035088,53.6788663550026,19.4369158878505,39.0737470701915,0.100628673410974,26.1755208790637,278.601662467263,933.94929535754,106.085650679719,385.795809576514,381.504869793166,369.408513039477,2.42274193548387,3.49660465116279,0.182368421052632,25.8775352112676,1.36395229982964,7.32724137931034,91.1380932784073,98.3232476267021,41.0971502459359,98.0667161465059,87.5044033625688,96.8438489833765,4.11270959934244,41.8130868943375,0.770121860459087,59.6973874101248,31.7011927181415,4.3262728043437,5.5868620732534,7.52031033613926,3.94296618305435,5.93845929101796,5.03670010738915,5.66364145434077,1.03063399365522,1.04273559213377,1.02274795965375,1.05985378711734,1.04359278006136,1.0338943640259,8.01219512195122,36.0327868852459,6.61111111111111,18.2272727272727,26.5026455026455,6.90816326530612,37.2901694799625,21.0016060936011,16.7492817181158,50.8585459774245,39.3927808912228,42.5074042554198,0.112905024522591,0.116345963840092,0.121948621553885,0.0884686069597629,0.0979375527881357,0.10347824020887,0.668733268185762,2.31899439774095,0.409868777275144,3.06322980910897,6.33139400685552,0.312794593183663,1.62016813248685,8.10860659716156,0.0747471217504416,79.268837245423,8.63571941677828,2.29192148639991,27347.8910195789,372.349230898524,32452245.2477071,28.5491474228156,5068.44974815107,3894.51953648409,90.7670332502082,3.28521951219512,37.1508753173861,2.7308208502619,1.07553118516788,26.2186211148667,0.0373284978993485,30.4393662672428,4,0.593938853994981,1.01855547046025
"hu010802010608",29,0.304250164977,1.75470492273442,9531.63000000092,68.9485971964224,70.5682029201711,5.19900183286309,1.03527994396835,52.3570283834156,19.3141321044547,33.1784896151132,0.109105986995956,8.74147724718392,256.469902231602,1742.88445967937,100.051985770167,603.271101722232,342.780588918066,608.519537040025,0.524117647058823,1.93968957871397,0.172058823529412,34.8262844036698,1.25273734177215,3.56,74.4042666875575,98.8033628218604,38.199184334292,98.561352640898,86.4119915169863,95.4446880238618,5.66534789957219,42.826882705266,0.62318826895294,59.2500967830258,30.4103285587036,2.36056162482174,3.68903138114903,4.98735684119371,3.77535258093681,6.32376095067355,4.92884141439417,5.0183409950891,1.02221502855077,1.02124782956883,1.01757090732088,1.06298267166108,1.04082086510332,1.03649720599222,13.0869565217391,35.7929292929293,5.94117647058824,17.9122203098107,26.1223404255319,4.41176470588235,28.3760027260627,16.3305778129794,17.3089824676161,54.7181566265838,36.0345537853599,29.3830261646582,0.11471606508108,0.1243793473239,0.122000466853408,0.0860836685056379,0.103506694284835,0.111027424149233,2.14024253983838,4.7316146346427,0.356707089973064,2.28712192982729,6.6305553194993,0.472112324964349,1.12173888411531,9.1778635973071,0.061374602245366,79.6519587940363,8.30634424542284,1.6807198768731,214863.274376466,176.071738083804,45780786.3224503,9.23016597855299,7194.91689369388,4281.54412860495,117.263536733171,3.48896739130435,25.5619421468293,2.72740145670302,1.07265523668853,37.9329863419139,0.0388137523446695,28.6617754723741,3,0.467311556614795,0.510027005258163
"hu011000050501",32,0.354061416378415,1.87617944115788,9037.98000000059,53.1753776497886,103.284140925293,5.91594511351127,1.04287760247453,61.0238172690379,26.5678233438486,34.5909746015846,0.106320572695585,31.697116860495,359.697557294895,1131.52133733311,81.2734439587653,656.641326905984,389.631664126677,336.543326738952,3.0055623100304,1.96770186335404,0.143076923076923,9.85870786516853,2.63647727272727,1.1466,93.4639892853644,97.922755665978,27.7102188530556,97.7234714400213,93.0966440195441,85.6781990460618,24.5663300870322,37.1963646744066,0.677142458823751,72.3447053434492,69.6726480917183,2.1110911951564,5.14366645186885,5.7475594403902,2.75265786163436,6.02676750567055,6.09812328779975,3.8819714217712,1.0334410890274,1.0220003806051,1.01250673655831,1.04855733280065,1.05371901978962,1.03072087505621,18.3904761904762,33.8511904761905,6.375,24.0578512396694,35.3737704918033,6.23529411764706,39.3907557354273,14.7445485233447,15.8441751268623,36.2451816409678,37.5410336115221,35.9519153565101,0.106599537394021,0.125148927980278,0.123361823361823,0.103008170290836,0.100040454079628,0.104791737986262,3.64019393714075,3.56274300230797,0.431512351211214,5.90839988581508,8.76302005536619,0.5532209630913,10.9408296986716,7.01041604429312,0.06173945948099,58.2491884248474,23.1035032164264,0.634323156280494,1977.49194194704,509.335913537877,62250482.0000024,35.7390822875083,918.06052024396,102701.598729038,121.159484185534,3.70835526315789,46.0730569304735,2.90195037332976,1.07314359497844,39.6391518971529,0.0375092426370722,26.9661326662764,9,0.532226302623875,1.58914059599534
"hu020200030803",24,0.346662506716557,1.72979549981249,6923.16000000057,67.179588576577,71.2824779435971,6.03429237860172,1.04024996921157,55.4142946104762,16.4306306306306,33.764933666468,0.107409336510709,8.05964156394479,339.254194219226,809.53771275989,275.376285771727,623.678956606424,409.355276129538,228.303531110383,2.17164705882353,2.05090909090909,0.3375,28.0597860962567,2.29218142548596,0.235161290322581,91.4277865738808,96.8474335558373,68.9285040868051,98.7793122367339,93.1231836966476,61.7156065124371,6.04926074220435,35.0692458357162,0.90565579879707,55.8083303000357,42.7868198914941,1.94564331894681,3.95283187095175,8.19002142317524,3.94379860707807,6.16489068330396,5.28323991647584,4.1932692559013,1.02302095060659,1.04129794067003,1.01632682961451,1.05771970370265,1.03962081358369,1.02333504739299,7.67032967032967,30.5185185185185,5,14.8757763975155,22.9862385321101,8.65384615384615,35.0380332312683,20.4066114396749,21.9186351488185,45.4058526736745,35.3744407381133,18.292675442271,0.112140142850467,0.118202289267663,0.120781163281163,0.0931758327906616,0.105379847535366,0.118502630976893,1.22776304462123,2.8599656804118,0.404439591169345,2.7010786981667,6.68769752540739,0.895544809017836,2.66626800478394,5.86552961364459,0.136498362019656,75.7916904997141,15.3294160470074,0.210597472830326,9662.8097567032,869.291720716143,1807913.7720746,8.20204974252759,1111.83922989569,2281149.48959142,110.049203302908,4.50534246575342,36.4863632217459,2.80517387335968,1.07991034651119,34.2989323733546,0.0362972682173268,22.1958709598954,4,0.405404035797176,0.880018332303831
"hu020200040103",28,0.336518238086626,1.46507833832128,8320.50000000067,69.9949821701193,58.2296736974936,5.79440554137092,1.04386318392626,57.7165212887665,15.5287356321839,40.6875488871376,0.100905649217641,7.2877933666385,235.201195415836,632.055718044699,94.2809041582063,561.875250614193,351.716929114835,316.583200153545,2.4594,2.42289473684211,0.135,45.1353146853147,2.63279475982533,0.403714285714286,89.4771060223442,96.6606504694474,29.2758913141259,99.2414635174452,92.7596043391514,77.60129642403,10.5895078420767,22.2029926086171,0.151433207138993,44.2581575626461,38.0493960699474,1.20786010456101,4.49349035372046,8.59888848005322,3.71680865216886,5.36979648432581,5.40357572896611,4.77810931703637,1.03302669830139,1.05946797958071,1.01331588577509,1.04506535429414,1.04495741961259,1.02722987585157,11.937984496124,28.5045045045045,3,13.1231343283582,24.1594827586207,6.46153846153846,48.7411595677005,23.1731929434527,11.0198459405696,50.7918915679528,40.1656072934756,20.9552282953717,0.0966036350052192,0.112189660699437,0.128333333333333,0.0910033347822527,0.10087327632105,0.117201680672269,1.8027762754642,1.37010996935279,0.0961480680247573,1.71864671594254,5.50447689441736,0.420647797608313,4.43374797187668,3.31963223363979,0.0129799891833423,77.5716603569498,14.4921579232017,0.169821525148729,11748.0210356456,2548.0589353607,267093828.125005,7.34616777428857,1634.29547105063,1130406.3615924,88.8280923136871,3.7262389380531,41.3594100673293,2.72203998259912,1.07046840281505,38.1440899370612,0.0362733452456883,26.8367116715947,6,0.712479070927291,1.4604378443874
"hu020200040201",30,0.389749585891032,2.05834524566867,7697.25000000066,46.995194132518,116.726103478513,6.12484431362788,1.05139471098301,63.8165980452733,27.3769230769231,41.7752733984408,0.0970577099222166,93.7353617101634,288.325568458321,709.842123133769,62.0587765383079,360.694123642831,437.936943983259,272.70400400324,6.19701639344262,1.83565384615385,0.129375,8.30823529411765,2.85014687882497,1.27730769230769,94.7957129150001,96.1432586815293,22.6465389998817,96.4189757465195,94.0672208880982,84.0766685655072,47.1752898762537,39.0178310435539,0.327389652148489,62.0793140407278,83.4960537854415,1.35632855890088,5.23153130286247,8.23355073763524,3.73915779208935,5.84938572424957,5.82156976238152,2.82317490135884,1.05010974500904,1.05825668462766,1.02002440769504,1.05554526932951,1.04924682960896,1.0276560986735,21.9275862068966,34.7534246575342,4.2,22.6456043956044,34.4627329192547,4.48717948717949,59.1892205334125,23.762145237661,10.4591451869819,45.6974927768264,38.5017196861302,44.2581412587765,0.0840096990260622,0.109075079096461,0.128472222222222,0.0920580757735204,0.0997922439139169,0.0933365661179426,3.96245412322576,3.37782974438918,0.207866445808565,4.6380200721036,10.6141803890998,0.337782974438918,24.5553931598948,6.20052616194094,0.0268927214264835,38.5337620578779,30.2519731072786,0.43145279158141,544.730537131712,1320.9884316169,162545013.888894,172.059094146921,442.917848942452,171360.562844096,84.69637443676,4.22385093167702,62.9411505205576,2.87004282115253,1.07382820946507,40.3198042484102,0.0347052258675265,23.675077936592,9,0.330862890418211,1.25103254510338
"hu020200040202",29,0.39784941811089,2.2250214739937,7289.19000000071,45.2649771357508,120.136805324046,6.15612204873001,1.05194758223089,67.4057897764629,27.4087719298246,39.1849531781662,0.0993005700316161,68.3483594493214,363.696669511101,627.18018684533,361.321126592038,479.948508045352,394.278584377347,143.933467385142,8.9348275862069,1.82669201520913,3,6.15668246445497,2.02540540540541,0.279310344827586,96.7238128610543,94.9526238312768,94.1428917395904,96.1154344495642,91.9247875539974,55.4781855560094,55.2036646047079,39.2224650475558,2.48175723228501,63.5955435377579,78.9141180295735,0.856062196211082,5.71224548782239,8.30458551879669,5.62468809372816,5.78088098900377,5.67341411159058,3.00669079270374,1.0521004020938,1.06444425284307,1.02242100936215,1.05627702413162,1.04801861380275,1.01898299173808,21.9254658385093,32.9319727891156,5.29824561403509,23.6735294117647,34.8480565371025,5.47368421052632,56.045418121409,24.68516795314,29.3112403524673,44.0270700441525,35.8060848434908,27.6026226796327,0.0863706684665637,0.108994590189635,0.117946660672413,0.0929986535772477,0.102287631283773,0.11256157635468,3.58064476299827,3.60808265390248,0.329254690850416,5.78939498078648,12.1824235614654,0.397849418110919,31.9924436048451,6.59085577409835,0.987764072551274,35.6434665580126,24.6743465323307,0.111123458162018,179.873026581805,1506.60035347871,18205.6776842768,138.514379429793,882.469947648168,7827615.84844905,94.8400532466397,4.4017665615142,63.9404884760922,2.62384653572796,1.07354481597383,42.6747136359889,0.0347751661943295,22.7181515881206,8,0.28666437335168,1.40476699893855
"hu020200040203",31,0.453037543659625,2.15504456491168,6842.70000000063,46.6949259523769,121.90801876452,6.24593635790464,1.05030626240739,63.2626735204775,26.8894927536232,40.8392018196908,0.0997348637636261,87.9146740387011,226.220176820576,548.212108964445,56.5685424949238,430.698200153885,459.09688736459,103.357971972995,7.11722627737226,1.36651898734177,0.1125,6.65603305785124,2.58151898734177,0.332307692307692,94.2891661900535,94.0180248456459,18.0724711129088,96.432768746555,93.6880823862504,55.4267933732019,53.5315007233976,42.4174667894244,0.170985137445742,61.9623832697607,85.2777412424903,0.455960366521978,5.24675858576221,8.28445469722043,4.83207241090649,5.54271193554838,5.94949002149415,3.26670436542447,1.05657459434965,1.0515645021124,1.01738089020549,1.04985686437704,1.04858519242338,1.02500265094894,21.8203389830508,35.568345323741,2.85714285714286,22.0548780487805,33.3079470198675,3.71428571428571,65.9557699375095,21.6958613183326,0,42.933162995437,37.1582716057051,34.0637468860068,0.0760411217619646,0.115532591856353,0.133333333333333,0.0957286261411851,0.103052933870856,0.10467365967366,4.00426732137891,4.61806012246619,0.116912914492815,5.30492349511147,11.5451503061655,0.189983486050824,28.4992766013416,6.31066684203603,0.013152702880442,35.3097461528345,29.8040247270813,0.0631329738261214,553.13715073211,2563.04382911756,361285056.250014,149.315632485889,403.331790401707,16422048.0113643,75.013046944653,3.97291666666667,68.5661014974072,2.91844230745285,1.073135409938,39.6194327883991,0.0349731242525736,25.1704247509177,11,0.427275728796442,1.40682713050642
