"hu","lu_shdi","crop_shdi","aglu_iji","lu_ta","aglu_frac_mn","field_pd","field_ed","field_para_mn","field_para_cv","field_frac_mn","field_frac_cv","field_area_mn","field_area_cv","prn_agr_pd","prn_agr_pland","prn_agr_ed","prn_agr_para_mn","prn_agr_frac_mn","ann_agr_pd","ann_agr_pland","ann_agr_ed","ann_agr_para_mn","ann_agr_frac_mn","ntr_pd","ntr_pland","ntr_ed","ntr_para_mn","ntr_frac_mn"
"hu010700060102",1.92356321743644,0.872984313502852,61.7280402195314,9214.20000000103,1.03443939081315,24.188815893054,39.160118510885,0.0390843286035802,46.3225099135249,1.07666541439039,2.73847673655766,4.13414201183432,133.167441102911,7.73805647804461,8.62961515921075,31.5100605587023,0.109084566170512,1.0336065985503,1.24807362549107,2.30318421566712,4.66236895226924,0.121971294019661,1.01342754531001,2.51785287925154,78.3014260597774,63.6191964576403,0.0993920776851692,1.05669391662671
"hu010801030206",1.80026816028107,0.698919317896558,59.0623346137572,8682.12000000076,1.04724923005183,20.1494156669457,22.939334759292,0.0355027937963185,40.9061822197396,1.0780939637586,3.20322193500629,4.96292307692308,127.731274475564,5.50556776455515,11.9262346062943,36.0810493289654,0.0998997328923525,1.04022965484408,0.691075451617801,2.43500435377534,5.33855786374751,0.0937606038623824,1.03529737095322,2.05019050646614,77.5625077745989,48.8624898066366,0.0873095237613035,1.06416196050765
"hu010801060305",1.83786347254734,1.01855547046025,53.6788663550026,9271.26000000085,1.04569733035088,30.4393662672428,37.1508753173861,0.0373284978993485,26.2186211148667,1.07553118516788,2.7308208502619,3.28521951219512,90.7670332502082,6.33139400685552,8.63571941677828,31.7011927181415,0.0979375527881357,1.04359278006136,0.668733268185762,1.62016813248685,4.11270959934244,0.112905024522591,1.03063399365522,3.06322980910897,79.268837245423,59.6973874101248,0.0884686069597629,1.05985378711734
"hu010802010608",1.75470492273442,0.510027005258163,52.3570283834156,9531.63000000092,1.03527994396835,28.6617754723741,25.5619421468293,0.0388137523446695,37.9329863419139,1.07265523668853,2.72740145670302,3.48896739130435,117.263536733171,6.6305553194993,8.30634424542284,30.4103285587036,0.103506694284835,1.04082086510332,2.14024253983838,1.12173888411531,5.66534789957219,0.11471606508108,1.02221502855077,2.28712192982729,79.6519587940363,59.2500967830258,0.0860836685056379,1.06298267166108
"hu011000050501",1.87617944115788,1.58914059599534,61.0238172690379,9037.98000000059,1.04287760247453,26.9661326662764,46.0730569304735,0.0375092426370722,39.6391518971529,1.07314359497844,2.90195037332976,3.70835526315789,121.159484185534,8.76302005536619,23.1035032164264,69.6726480917183,0.100040454079628,1.05371901978962,3.64019393714075,10.9408296986716,24.5663300870322,0.106599537394021,1.0334410890274,5.90839988581508,58.2491884248474,72.3447053434492,0.103008170290836,1.04855733280065
"hu020200030803",1.72979549981249,0.880018332303831,55.4142946104762,6923.16000000057,1.04024996921157,22.1958709598954,36.4863632217459,0.0362972682173268,34.2989323733546,1.07991034651119,2.80517387335968,4.50534246575342,110.049203302908,6.68769752540739,15.3294160470074,42.7868198914941,0.105379847535366,1.03962081358369,1.22776304462123,2.66626800478394,6.04926074220435,0.112140142850467,1.02302095060659,2.7010786981667,75.7916904997141,55.8083303000357,0.0931758327906616,1.05771970370265
"hu020200040103",1.46507833832128,1.4604378443874,57.7165212887665,8320.50000000067,1.04386318392626,26.8367116715947,41.3594100673293,0.0362733452456883,38.1440899370612,1.07046840281505,2.72203998259912,3.7262389380531,88.8280923136871,5.50447689441736,14.4921579232017,38.0493960699474,0.10087327632105,1.04495741961259,1.8027762754642,4.43374797187668,10.5895078420767,0.0966036350052192,1.03302669830139,1.71864671594254,77.5716603569498,44.2581575626461,0.0910033347822527,1.04506535429414
"hu020200040201",2.05834524566867,1.25103254510338,63.8165980452733,7697.25000000066,1.05139471098301,23.675077936592,62.9411505205576,0.0347052258675265,40.3198042484102,1.07382820946507,2.87004282115253,4.22385093167702,84.69637443676,10.6141803890998,30.2519731072786,83.4960537854415,0.0997922439139169,1.04924682960896,3.96245412322576,24.5553931598948,47.1752898762537,0.0840096990260622,1.05010974500904,4.6380200721036,38.5337620578779,62.0793140407278,0.0920580757735204,1.05554526932951
"hu020200040202",2.2250214739937,1.40476699893855,67.4057897764629,7289.19000000071,1.05194758223089,22.7181515881206,63.9404884760922,0.0347751661943295,42.6747136359889,1.07354481597383,2.62384653572796,4.4017665615142,94.8400532466397,12.1824235614654,24.6743465323307,78.9141180295735,0.102287631283773,1.04801861380275,3.58064476299827,31.9924436048451,55.2036646047079,0.0863706684665637,1.0521004020938,5.78939498078648,35.6434665580126,63.5955435377579,0.0929986535772477,1.05627702413162
"hu020200040203",2.15504456491168,1.40682713050642,63.2626735204775,6842.70000000063,1.05030626240739,25.1704247509177,68.5661014974072,0.0349731242525736,39.6194327883991,1.073135409938,2.91844230745285,3.97291666666667,75.013046944653,11.5451503061655,29.8040247270813,85.2777412424903,0.103052933870856,1.04858519242338,4.00426732137891,28.4992766013416,53.5315007233976,0.0760411217619646,1.05657459434965,5.30492349511147,35.3097461528345,61.9623832697607,0.0957286261411851,1.04985686437704
